id,user_name,text,write_date
1598104371950391296,CyberDude,"@Teslanomics7 @ppoppopower @datastaion 많이 본 패턴이죠, 별 생각 없이 테슬라 까놓고 근거 물어보면 없으니까 황설수설",Wed Nov 30 23:59:08 +0000 2022
1598103929384226816,Starboard𝕏,@ppoppopower 테슬라까는데 인용한 글 보면 거의 레거시언론 기사 긁어온거밖에 없던데?,Wed Nov 30 23:57:22 +0000 2022
1598103713079791616,Starboard𝕏,@ppoppopower 아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근데 왜 쟤는 다른거는 나불나불 수치로 잘만 말하던데 왜 테슬라는 수치로 못말하나요?,Wed Nov 30 23:56:31 +0000 2022
1598102937217413120,주주들,"“땡큐 파월” 테슬라 8%-니콜라 11% 전기차 일제 폭등(종합)https://t.co/68JG0Tm2Z0관련주: 에코프로, 에코프로비엠, 명신산업, 센트랄모텍",Wed Nov 30 23:53:26 +0000 2022
1598100964485255169,이문곤,테슬라 모델Y 노르웨이에서 일일배송 기록수립 https://t.co/G0kdRO3XoJ,Wed Nov 30 23:45:35 +0000 2022
1598100279979016192,주주들,"금리 인상 속도를 완화할 시기가 빠르면 12월에 올 수 있다고 말하면서 투자자들은 안도했으며 즉시 시장은 반응했습니다.기술주들이 크게 상승했으며 테슬라가 7%이상 상승했고 또다른 전기차주인 리비안, 니콜라등도 11%이상 상승 마감됐습니다.",Wed Nov 30 23:42:52 +0000 2022
1598096606385278976,모건사랑👁캐리사랑💓가오가육체를지배한다☆投資之神⭐전략적으로사고하고뮈췬년처럼행동하는type,"@sukim07353942 원래 트위터는 비지니스와 킹메이커용으로 만듭겁니다~단지 늘 일런이 뒤에 누가 있는지 궁금~사실 버핏이 바이두 전부 매도 했는데,미쿸은 결국엔 테슬라에게 중국서 시장점유가 유리하게 환경을 만들어주는 그림이거든요~",Wed Nov 30 23:28:16 +0000 2022
1598096382111670272,리스펙,"테슬라 200주 이평선 차트기준, 2020년 3월 이후 처음으로 200주 이평선 부근에 있었다. 장기투자자라면 이정도 타이밍은.. 😊#Tesla 🚘🦾 https://t.co/EKwLFaz7uO",Wed Nov 30 23:27:23 +0000 2022
1598096078662160384,"사업 관점의 글로벌 주식 투자, 전주불도저","오늘의 경제신문 해석 기사는 ""테슬라 점유율 14%p 2년 전 대비 감소했다"" 입니다. 한국은행 등의 기준금리 고점 관련 내용도 해석했는데요. 결론이 쉽습니다. 주식 투자하기 최고로 좋은 시기입니다 https://t.co/4yThwnka7N",Wed Nov 30 23:26:10 +0000 2022
1598093421805461504,블루밍비트,애플·테슬라 급등…코스피 '연말 랠리' 시동 걸까 [증시 개장 전 꼭 알아야 할 5가지] https://t.co/FKUzN9gZZB,Wed Nov 30 23:15:37 +0000 2022
1598093360454983680,ryu....,"테슬라가 7% 올랐어?s&amp;p 400넘었네.......................",Wed Nov 30 23:15:22 +0000 2022
1598092913648734208,오주안,"요즘 테슬라의 Good News가 봇물 터지듯이 몰려 나오고 있음.기가 텍사스 23년 1Q 모델Y 75,000대!",Wed Nov 30 23:13:36 +0000 2022
1598092879087292417,Michael Shin,"#테슬라,#애플 ,#QQQ,#SPY 등. 국내, #해외주식담보대출 신규 최저5.8%~6.9%  LTV45%-65%까지 하나증권 문의 010-8149-1472",Wed Nov 30 23:13:28 +0000 2022
1598092842983124994,투자/주식의 생활화 퇴직 오과장,"배터리 원재료인 리튬 확보전에서 GM과 포드 등이 적극적으로 나오면서 테슬라의 협상력이 과거보다 약해진다는 전망하나증권 자동차 송선재님https://t.co/iPtBvTBRHy",Wed Nov 30 23:13:19 +0000 2022
1598091031958163464,박톰슨,"@ppoppopower ㅎㅎㅎㅎㅎㅎㅎㅎ쿡이가 머스크 달랜거지....스마트폰만큼은 하지 말아달라고....딱보니 싸웟다가 잣댈거같으니....평화모드로 접근이네...대신 뭔가 줫을거 같어....좋은 정보들을 줫겟지....이제 애플은 테슬라 우군이네...테슬라 내장 소프트웨어에...애플쪽 확장 되는거 곧 보겟네....",Wed Nov 30 23:06:07 +0000 2022
1598090435628797958,투자/주식의 생활화 퇴직 오과장,"“땡큐 파월” 테슬라 8%-니콜라 11% 전기차 일제 폭등(종합)https://t.co/vO7K39ujcL더빠진 성장주들 나스닥 반등이더큰날미국은 나쁜게 나쁜시기 또남았슴.단기반등 즐기고이후 고금리시기대비상승시 비중축소",Wed Nov 30 23:03:45 +0000 2022
1598087264974032897,코인왕🔥고릴라🇰🇷,"도지 30분봉, 5분봉10월 말 트위터 인수로 도지가 1주일간 167% 상승.이후 큰 폭으로 조정을 주는중에FTX 사태를 맞아 -45% 급락하였고약 2주간 침체후 반등을 주어 다시 저점에서 고점까지 +53% 상승!모멘텀일론 머스크의 트위터 인수!테슬라, 트위터에 도지코인 결제!이더리움과의 협업! https://t.co/0s8frgLVxB",Wed Nov 30 22:51:09 +0000 2022
1598087154944872450,곧마리,@bbang2bbange @Mabanjangg @wonla23 테슬라의 신이시여 여기 건장한 일꾼 한명 갑니다. 그가 일급을 받게 해주시옵고 테슬라가 매일 5%씩 오르게 해주시옵소서. 엘런 머스크의 이름으로 비나이다. 테멘. 🙏,Wed Nov 30 22:50:43 +0000 2022
1598085572836593664,투자/주식의 생활화 퇴직 오과장,"美소비자 '토요타' 버리고 '현대차·기아' 탄다 (출처 : 머니투데이 | 네이버 뉴스) https://t.co/n7CqtOt3zg비테슬라 진영 MS 향후 확대에 초점",Wed Nov 30 22:44:26 +0000 2022
1598083208092192768,리스펙,나는 BTS에 투자한다  |  비트코인(B) + 테슬라(T) + 서울부동산(S) https://t.co/Ztbbn0u8nO - @YouTube,Wed Nov 30 22:35:02 +0000 2022
1598082141908533248,한국을 위한 테슬라 소식 (KR Tesla Updates),[정보공개] 부산광역시교육청 부산광역시남부교육지원청 교육지원국 학생건강지원과 &gt; 출장복명서(테슬라과탐혁신학원) https://t.co/TifiX3I6XE #KRTeslaUpdates #KROpenData,Wed Nov 30 22:30:48 +0000 2022
1598082135658594304,한국을 위한 테슬라 소식 (KR Tesla Updates),[정보공개] 한국환경공단 &gt; 국외 자동차 제작사(테슬라코리아(유)) 시설확인 수수료 납부 요청 https://t.co/SgKSpL6YMJ #KRTeslaUpdates #KROpenData,Wed Nov 30 22:30:46 +0000 2022
1598081083354255360,Money-Chu,"그때 다른 사람들 반응이 대 놓고 말은 안해서 그렇지 머래 저 븅신은 이런 느낌이었지... 나중에 좀 빠른 사람들은 2019년에 집을사고 늦은 사람들은 2020년 2021년에 사더라고...어차피 깔고 쭉 살거나 보유한다면 괜찮겠지만 2017년 이야기 할때 샀으몀 좋았자나???2022년 23년 테슬라는 ??",Wed Nov 30 22:26:35 +0000 2022
1598075856492331008,글로벌이코노믹,"씨티 ""테슬라, 지난주 중국 판매 100% 폭증""...주가 8% 폭등 https://t.co/aq6UxN3laZ https://t.co/yOeISdsQSd",Wed Nov 30 22:05:49 +0000 2022
1598075692700221441,더미소,"오늘의 테슬라 소식들입니다.2022년 마지막 달의 시작이네요..힘들었던 2022년 마무리 잘 하세요..https://t.co/KvLYlE4Rk4",Wed Nov 30 22:05:10 +0000 2022
1598074475752194048,피터,"너무 사랑하고 좋아해, 테슬라. 다음에 눈을 떴을땐 밝은 빛이 가득한 곳에서 너를 만나고 싶어. 너와 우리의 가족이 만들어낸 유토피아에서.",Wed Nov 30 22:00:20 +0000 2022
1598069244960575488,Michael,"@Johnkim26391993 뭐야, 팀 쿡이 일론을 애플 해드 쿼터로 초대를 해서 대화의 시간을 가졌었요 그래서 테슬라가 장외 시간에 오르는 군요 ㅎ",Wed Nov 30 21:39:33 +0000 2022
1598068390266298368,글로벌이코노믹,"[뉴욕증시] ""생큐 파월"" 나스닥 4% 폭등…테슬라·애플 등 기술주 급등 대반전 https://t.co/eVdRs2lnDA https://t.co/JawomaOulA",Wed Nov 30 21:36:09 +0000 2022
1598066638196445185,moooon,"파월 금리인상 늦출수도 있어....라는 발언으로 나스닥 큰폭상승..덕분에 테슬라도 7.7% 상승🫡😁  $tsla #테슬라 https://t.co/V12ExNDUDo",Wed Nov 30 21:29:11 +0000 2022
1598065583677140995,스펙터 인베스트,"연준 파월, 금리 속도조절! #미국주식 #nasdaq #나스닥유튜브: 스펙터 인베스트#테슬라 #tesla #teslastock  #미국주식 #nasdaq #나스닥 #트위터https://t.co/uuOuYhyn3r https://t.co/30li3QyhM9",Wed Nov 30 21:25:00 +0000 2022
1598065112723881984,겜돌이,테슬라폰~ https://t.co/RN3Nv4JCy9,Wed Nov 30 21:23:08 +0000 2022
1598063919913844736,"사업 관점의 글로벌 주식 투자, 전주불도저","테슬라 투자자가 정말 많습니다. 테슬라는 좋은 기업이 틀림 없죠. 하지만 정말 좋은 보석들도 세상에 나라별로 몇 개씩 있습니다. 투자의 1번은 적중이 아니라, 틀려도 난 살아남는가? 입니다. 불안한 마음을 애써 참는 건 좋은 투자방식이 아니에요. 그 감정은 가정 내 어차피 전달됩니다",Wed Nov 30 21:18:23 +0000 2022
1598063049558327297,James LEE,"인앱 결제 조정하고다시 트위터에 애플 광고 복귀양측의 전쟁보다는협력을 원하는 분들이 더 많네요개인투자자들에게는테슬라  애플  모두 최애 종목. https://t.co/ZksLbM0ixH",Wed Nov 30 21:14:56 +0000 2022
1598063014527528962,Space Hedgehog 🦔,"2022년 11월 테슬라 종가 기록🦔$TSLA 힘들었다 😇모두 세배로 늙느라 고생 하셨어요❤️그 와중에 7% 이상 오른날이 세번이나..🌝 https://t.co/UiY8UXqdVn",Wed Nov 30 21:14:47 +0000 2022
1598062176459460609,푸르른날쭌,테슬라 2022.11월 주행기록 https://t.co/IdlB7voQcV,Wed Nov 30 21:11:28 +0000 2022
1598061511536443392,James LEE,"지난 한달 열심히 추매한테슬라 투자자들에게오랜만에  축하를..파월 효과라는 것이좀 아쉽기는 합니다.내일  SEMI 효과로 연타. https://t.co/ccGo00iaxa",Wed Nov 30 21:08:49 +0000 2022
1598052988010237952,모건사랑👁캐리사랑💓가오가육체를지배한다☆投資之神⭐전략적으로사고하고뮈췬년처럼행동하는type,애플 건든 뒤로 옐런언니 돌아섬~엄청난 공격~영혼까지 탈탈 털리는 일런이~트위터는 분명 수단방법 가리지 않코 지키려 할거야~일런이는~이와중에 져 터지는건 엄한 테슬라 주가~곤두박질 https://t.co/qjUOFn2HRa,Wed Nov 30 20:34:57 +0000 2022
1598049181092188160,BackToTheFuture 𝕏,@sbkimyj @junoi_ 맥도날드 던킨 스벅 어플들이 이렇게 테슬라 앱스토어로 들어오면 넘 좋을거 같아요🥰😍😘 https://t.co/8sm2kvxBLk,Wed Nov 30 20:19:49 +0000 2022
1598048816292585473,diyospa ⚡️,앞으로 5년은 테슬라의 시대이고 이후 5년은 비트코인의 시대가 될 것.  이유는 테슬라는 선진국으로 들어가고 비트코인은 후진국부터 들어가기 때문.  테슬라 매수 기회는 이번이 마지막이고 비트코인은 아직 좀 남았다. 열심히 사시라,Wed Nov 30 20:18:22 +0000 2022
1598047678872506368,Seung,"@junoi_ Route4me 앱이라고  배달 전문 앱인데 지금 쓰고 있거든요. FSD랑 연동되면 좋겠습니다.  테슬라 생태계 오픈만 해주면 앱 개발하고 싶네요 ㅎㅎㅎ",Wed Nov 30 20:13:51 +0000 2022
1598045519741607936,BackToTheFuture 𝕏,"23년도에 경기침체가 오면 단연 테슬라는 더 돋보이게 될 것이다.시장에 갈곳 잃은 돈들은 테슬라로 모이게 될 것이고 홀로 투더문 할 것이다. 🚀🌕이제 시작이다 😎 https://t.co/mFuead397Q",Wed Nov 30 20:05:16 +0000 2022
1598044947357532160,Ben,"@sbkimyj 테슬라 생태계 생기면, 음식배달, 아마존배달, 여러가지 배달 등등을 통합해서 관리해주는 하나의 앱이 있으면 좋겠더라구요. 아마 테슬라만 만들어낼 수 있지 않을까요?- 경로에 따라서 당일 수익 최대화 모델계산해서 스케쥴 짜주고. - 그냥 오케이만 누르면 이동.- 우린 픽업과 마지막 배송만.",Wed Nov 30 20:03:00 +0000 2022
1598044281062584320,피터,"사랑해, 테슬라. 모든게 끝나면 나를 용서해줘.",Wed Nov 30 20:00:21 +0000 2022
1598041685480480768,Seung,"내리막길은 꿀이득 싸트 나오면 배달 차량으로 구입할 신념 더 확고해짐. 테슬라 생태계 출현하면 배달 앱 계발 해볼만함.  FSDBeta 대유잼 , 운전 잘하고 머뭇거릴 때 악셀 살짝 밟아주면 부드럽게 감.  뉴월드 이즈 커밍 https://t.co/N8iRiIzxpt",Wed Nov 30 19:50:02 +0000 2022
1598040901305389057,BackToTheFuture 𝕏,"2017년도부터 일론과 테슬라의 사명에 감명 깊어 테슬람이 되어 올인했고, 2020년도에 테슬라네어가 되었으며,2021년도에 조기은퇴를 하게 되었다. 조기은퇴를 하고 가장 좋은점은 남을 위해 일하지 않고, 나를 위해 일한다는 것이다. 하기 싫은 일을 위해 내 시간을 쓰지 않는 것. 인생은 짧다.",Wed Nov 30 19:46:55 +0000 2022
1598034497920196609,주식쟁이,테슬라 메타 구글 퀄컴 급등 중,Wed Nov 30 19:21:29 +0000 2022
1598033328216895489,Techno Son,@ojuanInvest 테슬라의 목표는 지속가능한 에너지 전환의 가속화입니다 차량대수나 시장 점유율이 목표가 아니라는점 잊지말아야죠,Wed Nov 30 19:16:50 +0000 2022
1598025757909221376,김피스,ㅎㅎ 근데 테슬라 세미트럭 관련 피드 올라오는것중에 책읽는 어떤 분이 글올리는거 재밌다. ㅎ,Wed Nov 30 18:46:45 +0000 2022
1598025115442507777,beautiful_panda 🌵,"내 이랄줄 알았드앗🥴김진태 도지사 ""테슬라 한국공장 유치전 뛰어들겠다""",Wed Nov 30 18:44:12 +0000 2022
1598014808871538688,eutnam,"다음주 12월5일에 모델y  인도한다.지금 생각해보니.. 집밥도 없고, 야외주차장을 이용해야하는 현실에서 장거리출퇴근의 대안으로 선택했다.(과장 진급 예정 기념 선물 포함).지금도 잘하는일인지 혼란이 오지만, 이렇게된거 테슬라이프를 최대로 즐겨야지!진급못하면 ㅈㅁ!!",Wed Nov 30 18:03:14 +0000 2022
1598013527335190528,마키오,"中 외신 ""현대차, 테슬라 착용했던 CATL 배터리 사용한다""https://t.co/XbiOIDRl7W",Wed Nov 30 17:58:09 +0000 2022
1598003770905853952,Seung,"회장님 성향은 경쟁 산업에 뛰어들지 않는다. IMHO , 뉴럴링크가 스마트폰을 대체할 수 있다. 테슬라로 출퇴근하며 , 태양광으로 에너지 얻고 , 트위터 플랫폼으로 전반적인 생활하며 , 뉴럴 링크로 소통 &amp;조종. 하지만 기득권 세력의 파이를 먹는것이 쉬운 길이 아니라는것.",Wed Nov 30 17:19:23 +0000 2022
1598003003742912513,투자/주식의 생활화 퇴직 오과장,"＂벌써 세번째＂…테슬라, 사이버트럭 출시 내년 말로 또 연기 (출처 : 이데일리 | 네이버 뉴스) https://t.co/glV8zStnlh수율 안나옴 짐보다 베터리싣는 수준.결국 k베터리",Wed Nov 30 17:16:20 +0000 2022
1597996143371173888,코끼리콱,테슬라 차 한대당 수익이 도요타의 8배라고 엄지척해주시는 먼로할아버지. https://t.co/VK2SvtqbKL,Wed Nov 30 16:49:04 +0000 2022
1597993929953406977,Dongryul Kim,트위터는 앞으로 어떻게 돈을 벌까? 스타링크와 테슬라와는 어떻게 연결될까?,Wed Nov 30 16:40:16 +0000 2022
1597986694434693125,J.hyeonseok,"오늘은 종일 여러 지인을 만나 정말 끝없는 이야기를 나누었다. 테슬라, 돈, 부동산. 근황과 종교, 철학, 시간, 사랑, 연인. 행복, 영화, 음악, 탐욕, 파업, 언론(축구 이야기는 아무도 안했네) 사람에 따라 대화의 주제가 확연히 다르다. 술은 입에도 안댔고 커피 두 잔과 에너지 드링크를 마셨다.",Wed Nov 30 16:11:31 +0000 2022
1597984191786135552,TTC🚀,"등(교류파, 경쟁자인 웨이팅하우스의 교류발전기를 사형의자에 사용) 정치적으로 똑똑하게 직류의 승리에 다가갔으나, 테슬라가 자신이 가진 모든 교류 관련 특허권을 포기함으로써 웨이팅하우스가 그것들을 이용, 상업화(나이아가라 수력발전소 수주 등)에 성공하여 교류의 승리. 현 글로벌 스탠다드",Wed Nov 30 16:01:35 +0000 2022
1597983196540727297,TTC🚀,"에디슨과 전기의자미국이 전기 인프라를 보급할 시절, 에디슨은 부하로 있던 니콜라 테슬라와 갈등을 겪었는데, 직류가 좋냐 교류가 좋냐의 문제이는 전류전쟁이라 불리고,당시 에디슨은 이미 깔아둔 인프라가 있어 직류를 고집, 로비를 통해 교류를 이용한 전기의자를 개발, 사형집행에 도입하는",Wed Nov 30 15:57:37 +0000 2022
1597980485333839873,CyberDude,"@elonmusk @vincent13031925 일론 스타일상, 테슬라는 이미 대비 다 끝나있다. 인력조정도 빅테크 회사중 가장 먼저 했지. 문제는 다른 회사들. 특히 레거시 OEM 자동차 회사들은 2023년에 내연기관 신차에 대한 급격한 수요감소로 큰 어려움을 겪을 수 있음. 국내에서도 이미 신차 캐피탈 상품 판매 중단.",Wed Nov 30 15:46:51 +0000 2022
1597977936459862026,MengJei Tang,@SBHur3 머스크가 테슬라를 망쳤다,Wed Nov 30 15:36:43 +0000 2022
